source, node_id: 5, sample: 56, mean: 50.857, variance: 950.979, msg_id: 21 , time: 79448024 #
source, node_id: 5, sample: 83, mean: 52.318, variance: 952.580, msg_id: 22 , time: 82971430 #
source, node_id: 5, sample: 68, mean: 53.000, variance: 921.391, msg_id: 23 , time: 86877051 #
source, node_id: 5, sample: 83, mean: 54.250, variance: 918.937, msg_id: 24 , time: 90830683 #
source, node_id: 5, sample: 6, mean: 52.319, variance: 971.577, msg_id: 25 , time: 94682250 #
source, node_id: 5, sample: 1, mean: 50.346, variance: 1031.611, msg_id: 26 , time: 98151340 #
source, node_id: 5, sample: 64, mean: 50.851, variance: 1000.052, msg_id: 27 , time: 102338836 #
source, node_id: 5, sample: 5, mean: 49.214, variance: 1036.739, msg_id: 28 , time: 107206029 #
source, node_id: 5, sample: 82, mean: 50.344, variance: 1036.777, msg_id: 29 , time: 111096734 #
source, node_id: 5, sample: 79, mean: 51.299, variance: 1028.676, msg_id: 30 , time: 114229567 #
source, node_id: 5, sample: 10, mean: 49.967, variance: 1048.740, msg_id: 31 , time: 118198370 #
source, node_id: 5, sample: 25, mean: 49.187, variance: 1034.839, msg_id: 32 , time: 121471746 #
source, node_id: 5, sample: 10, mean: 48.000, variance: 1048.605, msg_id: 33 , time: 126127433 #
source, node_id: 5, sample: 59, mean: 48.323, variance: 1021.218, msg_id: 34 , time: 129831109 #
source, node_id: 5, sample: 100, mean: 49.799, variance: 1066.159, msg_id: 35 , time: 134440662 #
source, node_id: 5, sample: 7, mean: 48.611, variance: 1086.015, msg_id: 36 , time: 137666847 #
source, node_id: 5, sample: 14, mean: 47.675, variance: 1088.165, msg_id: 37 , time: 142604594 #
source, node_id: 5, sample: 43, mean: 47.552, variance: 1060.089, msg_id: 38 , time: 147221707 #
source, node_id: 5, sample: 4, mean: 46.435, variance: 1080.297, msg_id: 39 , time: 151846653 #
source, node_id: 5, sample: 55, mean: 46.650, variance: 1055.077, msg_id: 40 , time: 155901351 #
source, node_id: 5, sample: 38, mean: 46.439, variance: 1031.124, msg_id: 41 , time: 160729553 #
source, node_id: 5, sample: 79, mean: 47.214, variance: 1031.215, msg_id: 42 , time: 165549937 #
source, node_id: 5, sample: 82, mean: 48.023, variance: 1034.720, msg_id: 43 , time: 168956013 #
source, node_id: 5, sample: 27, mean: 47.545, variance: 1021.020, msg_id: 44 , time: 172417006 #
source, node_id: 5, sample: 20, mean: 46.933, variance: 1014.817, msg_id: 45 , time: 175776483 #
source, node_id: 5, sample: 31, mean: 46.586, variance: 998.155, msg_id: 46 , time: 180752680 #
source, node_id: 5, sample: 18, mean: 45.978, variance: 993.936, msg_id: 47 , time: 185299629 #
source, node_id: 5, sample: 23, mean: 45.500, variance: 984.000, msg_id: 48 , time: 189212990 #
source, node_id: 5, sample: 90, mean: 46.408, variance: 1003.506, msg_id: 49 , time: 192581144 #
source, node_id: 5, sample: 95, mean: 47.380, variance: 1029.715, msg_id: 50 , time: 196385830 #
source, node_id: 5, sample: 60, mean: 47.627, variance: 1012.586, msg_id: 51 , time: 199963937 #
source, node_id: 5, sample: 21, mean: 47.115, variance: 1006.486, msg_id: 52 , time: 203206181 #
source, node_id: 5, sample: 52, mean: 47.207, variance: 987.937, msg_id: 53 , time: 206971396 #
source, node_id: 5, sample: 31, mean: 46.907, variance: 974.417, msg_id: 54 , time: 211479274 #
source, node_id: 5, sample: 66, mean: 47.254, variance: 963.207, msg_id: 55 , time: 216322927 #
source, node_id: 5, sample: 49, mean: 47.285, variance: 946.061, msg_id: 56 , time: 219971292 #
source, node_id: 5, sample: 86, mean: 47.964, variance: 955.297, msg_id: 57 , time: 223260489 #
source, node_id: 5, sample: 59, mean: 48.155, variance: 940.889, msg_id: 58 , time: 226924551 #
source, node_id: 5, sample: 92, mean: 48.898, variance: 956.972, msg_id: 59 , time: 231049583 #
source, node_id: 5, sample: 29, mean: 48.566, variance: 947.512, msg_id: 60 , time: 235651047 #
source, node_id: 5, sample: 84, mean: 49.147, variance: 952.224, msg_id: 61 , time: 239463581 #
source, node_id: 5, sample: 51, mean: 49.177, variance: 936.920, msg_id: 62 , time: 244455862 #
source, node_id: 5, sample: 96, mean: 49.920, variance: 956.295, msg_id: 63 , time: 248971433 #
source, node_id: 5, sample: 83, mean: 50.437, variance: 958.183, msg_id: 64 , time: 253229158 #
source, node_id: 5, sample: 54, mean: 50.492, variance: 943.634, msg_id: 65 , time: 256822944 #
source, node_id: 5, sample: 31, mean: 50.196, variance: 935.006, msg_id: 66 , time: 260221254 #
source, node_id: 5, sample: 86, mean: 50.731, variance: 939.897, msg_id: 67 , time: 264260498 #
source, node_id: 5, sample: -3, mean: 49.941, variance: 967.908, msg_id: 68 , time: 267674488 #
source, node_id: 5, sample: 82, mean: 50.405, variance: 968.560, msg_id: 69 , time: 270908892 #
source, node_id: 5, sample: 53, mean: 50.442, variance: 954.818, msg_id: 70 , time: 275260483 #
source, node_id: 5, sample: 26, mean: 50.098, variance: 949.666, msg_id: 71 , time: 279822871 #
source, node_id: 5, sample: 73, mean: 50.416, variance: 943.659, msg_id: 72 , time: 284557339 #
source, node_id: 5, sample: 44, mean: 50.328, variance: 931.289, msg_id: 73 , time: 287822907 #
source, node_id: 5, sample: 7, mean: 49.743, variance: 943.731, msg_id: 74 , time: 291830688 #
source, node_id: 5, sample: 94, mean: 50.333, variance: 956.915, msg_id: 75 , time: 296166712 #
source, node_id: 5, sample: 5, mean: 49.736, variance: 971.009, msg_id: 76 , time: 299314877 #
source, node_id: 5, sample: 52, mean: 49.766, variance: 958.464, msg_id: 77 , time: 304104264 #
source, node_id: 5, sample: 43, mean: 49.679, variance: 946.756, msg_id: 78 , time: 307690188 #
source, node_id: 5, sample: 82, mean: 50.088, variance: 947.827, msg_id: 79 , time: 311674452 #
source, node_id: 5, sample: 55, mean: 50.150, variance: 936.277, msg_id: 80 , time: 315768270 #
source, node_id: 5, sample: 20, mean: 49.777, variance: 935.802, msg_id: 81 , time: 319080778 #
source, node_id: 5, sample: 87, mean: 50.231, variance: 941.080, msg_id: 82 , time: 323572894 #
source, node_id: 5, sample: 58, mean: 50.325, variance: 930.460, msg_id: 83 , time: 327588588 #
source, node_id: 5, sample: 43, mean: 50.238, variance: 920.014, msg_id: 84 , time: 331346381 #
source, node_id: 5, sample: 80, mean: 50.588, variance: 919.489, msg_id: 85 , time: 334440139 #
source, node_id: 5, sample: 55, mean: 50.639, variance: 909.021, msg_id: 86 , time: 339338524 #
source, node_id: 5, sample: 76, mean: 50.931, variance: 905.880, msg_id: 87 , time: 343119865 #
source, node_id: 5, sample: 53, mean: 50.954, variance: 895.634, msg_id: 88 , time: 346455773 #
source, node_id: 5, sample: 42, mean: 50.853, variance: 886.461, msg_id: 89 , time: 351190189 #
source, node_id: 5, sample: 35, mean: 50.677, variance: 879.374, msg_id: 90 , time: 355041732 #
source, node_id: 5, sample: 66, mean: 50.846, variance: 872.262, msg_id: 91 , time: 359104195 #
source, node_id: 5, sample: 93, mean: 51.304, variance: 881.885, msg_id: 92 , time: 363346476 #
source, node_id: 5, sample: 4, mean: 50.795, variance: 896.205, msg_id: 93 , time: 368111908 #
source, node_id: 5, sample: 29, mean: 50.563, variance: 891.671, msg_id: 94 , time: 371612057 #
source, node_id: 5, sample: 90, mean: 50.978, variance: 898.483, msg_id: 95 , time: 375455810 #
source, node_id: 5, sample: 69, mean: 51.166, variance: 892.472, msg_id: 96 , time: 380104230 #
