source, node_id: 7, sample: 55, mean: 73.000, variance: 242.666 , time: 12678175 #
source, node_id: 7, sample: 78, mean: 74.250, variance: 186.687 , time: 16897493 #
source, node_id: 7, sample: 10, mean: 61.400, variance: 809.839 , time: 22827366 #
source, node_id: 7, sample: 68, mean: 62.500, variance: 680.916 , time: 28436611 #
source, node_id: 7, sample: 96, mean: 67.285, variance: 721.061 , time: 34069380 #
source, node_id: 7, sample: 73, mean: 68.000, variance: 634.500 , time: 39943733 #
source, node_id: 7, sample: 19, mean: 62.555, variance: 801.135 , time: 45655473 #
source, node_id: 7, sample: 45, mean: 60.799, variance: 748.760 , time: 51467967 #
source, node_id: 7, sample: 29, mean: 57.909, variance: 764.264 , time: 55866400 #
source, node_id: 7, sample: 45, mean: 56.833, variance: 713.305 , time: 60319504 #
source, node_id: 7, sample: 79, mean: 58.538, variance: 693.325 , time: 64671086 #
source, node_id: 7, sample: 58, mean: 58.500, variance: 643.821 , time: 70639729 #
source, node_id: 7, sample: 76, mean: 59.666, variance: 619.955 , time: 76178899 #
source, node_id: 7, sample: 63, mean: 59.875, variance: 581.859 , time: 81085074 #
source, node_id: 7, sample: 46, mean: 59.058, variance: 558.290 , time: 85452234 #
source, node_id: 7, sample: 35, mean: 57.722, variance: 557.645 , time: 91296066 #
source, node_id: 7, sample: 91, mean: 59.473, variance: 583.512 , time: 95350728 #
source, node_id: 7, sample: 35, mean: 58.250, variance: 582.787 , time: 99585042 #
source, node_id: 7, sample: 7, mean: 55.809, variance: 674.154 , time: 104342879 #
source, node_id: 7, sample: 42, mean: 55.181, variance: 651.784 , time: 109842943 #
source, node_id: 7, sample: 43, mean: 54.652, variance: 629.618 , time: 115678902 #
source, node_id: 7, sample: 93, mean: 56.250, variance: 662.104 , time: 120319390 #
source, node_id: 7, sample: 33, mean: 55.319, variance: 656.377 , time: 124608598 #
source, node_id: 7, sample: 66, mean: 55.730, variance: 635.350 , time: 129264831 #
source, node_id: 7, sample: 37, mean: 55.037, variance: 624.332 , time: 134741302 #
source, node_id: 7, sample: 70, mean: 55.571, variance: 609.744 , time: 140335099 #
source, node_id: 7, sample: 10, mean: 54.000, variance: 657.862 , time: 145139158 #
source, node_id: 7, sample: 20, mean: 52.866, variance: 673.182 , time: 151124243 #
source, node_id: 7, sample: 28, mean: 52.064, variance: 670.769 , time: 156631860 #
source, node_id: 7, sample: 10, mean: 50.750, variance: 703.375 , time: 161881944 #
source, node_id: 7, sample: 37, mean: 50.333, variance: 687.616 , time: 167577288 #
source, node_id: 7, sample: 75, mean: 51.058, variance: 684.761 , time: 172764706 #
source, node_id: 7, sample: 4, mean: 49.714, variance: 726.661 , time: 178038143 #
source, node_id: 7, sample: 49, mean: 49.694, variance: 706.490 , time: 182866399 #
source, node_id: 7, sample: 28, mean: 49.108, variance: 699.772 , time: 188827313 #
source, node_id: 7, sample: 15, mean: 48.210, variance: 711.166 , time: 194092951 #
source, node_id: 7, sample: 93, mean: 49.358, variance: 743.050 , time: 199506926 #
source, node_id: 7, sample: 11, mean: 48.400, variance: 760.339 , time: 205210137 #
source, node_id: 7, sample: 91, mean: 49.439, variance: 784.977 , time: 209811630 #
source, node_id: 7, sample: 85, mean: 50.285, variance: 795.680 , time: 215030391 #
source, node_id: 7, sample: 74, mean: 50.837, variance: 789.950 , time: 219960113 #
source, node_id: 7, sample: 19, mean: 50.113, variance: 794.510 , time: 224569525 #
source, node_id: 7, sample: 11, mean: 49.244, variance: 810.095 , time: 229202217 #
source, node_id: 7, sample: 22, mean: 48.652, variance: 808.270 , time: 234077341 #
source, node_id: 7, sample: 9, mean: 47.808, variance: 823.814 , time: 238897507 #
source, node_id: 7, sample: 23, mean: 47.291, variance: 819.206 , time: 243710179 #
source, node_id: 7, sample: 38, mean: 47.102, variance: 804.214 , time: 249108573 #
source, node_id: 7, sample: 69, mean: 47.540, variance: 797.528 , time: 254561696 #
source, node_id: 7, sample: 11, mean: 46.823, variance: 807.557 , time: 258647635 #
source, node_id: 7, sample: 73, mean: 47.326, variance: 804.950 , time: 264538255 #
source, node_id: 7, sample: 99, mean: 48.301, variance: 839.191 , time: 269077239 #
source, node_id: 7, sample: 30, mean: 47.962, variance: 829.739 , time: 274983588 #
source, node_id: 7, sample: 81, mean: 48.563, variance: 834.136 , time: 280350660 #
source, node_id: 7, sample: 86, mean: 49.232, variance: 843.821 , time: 286147644 #
source, node_id: 7, sample: 84, mean: 49.842, variance: 849.852 , time: 291202299 #
source, node_id: 7, sample: 91, mean: 50.551, variance: 863.902 , time: 296436669 #
source, node_id: 7, sample: 81, mean: 51.067, variance: 864.707 , time: 302194416 #
source, node_id: 7, sample: 16, mean: 50.483, variance: 870.449 , time: 306694525 #
source, node_id: 7, sample: 21, mean: 50.000, variance: 870.196 , time: 311529756 #
source, node_id: 7, sample: 81, mean: 50.500, variance: 871.411 , time: 317170944 #
source, node_id: 7, sample: 65, mean: 50.730, variance: 860.863 , time: 322460151 #
source, node_id: 7, sample: 59, mean: 50.859, variance: 848.464 , time: 328116330 #
source, node_id: 7, sample: 47, mean: 50.799, variance: 835.636 , time: 332592929 #
source, node_id: 7, sample: 33, mean: 50.530, variance: 827.703 , time: 337186630 #
source, node_id: 7, sample: 12, mean: 49.955, variance: 837.177 , time: 342991385 #
source, node_id: 7, sample: 24, mean: 49.573, variance: 834.627 , time: 347975723 #
source, node_id: 7, sample: 75, mean: 49.942, variance: 831.764 , time: 352483548 #
source, node_id: 7, sample: 47, mean: 49.900, variance: 820.004 , time: 356733362 #
source, node_id: 7, sample: 88, mean: 50.436, variance: 828.612 , time: 362319525 #
source, node_id: 7, sample: 9, mean: 49.861, variance: 840.619 , time: 367710015 #
source, node_id: 7, sample: 48, mean: 49.835, variance: 829.151 , time: 371983575 #
source, node_id: 7, sample: 13, mean: 49.337, variance: 836.034 , time: 377811597 #
source, node_id: 7, sample: 25, mean: 49.013, variance: 832.679 , time: 383038169 #
source, node_id: 7, sample: 83, mean: 49.460, variance: 836.722 , time: 387381980 #
source, node_id: 7, sample: 6, mean: 48.896, variance: 850.067 , time: 391795851 #
source, node_id: 7, sample: 50, mean: 48.910, variance: 839.184 , time: 397077268 #
source, node_id: 7, sample: 71, mean: 49.189, variance: 834.660 , time: 401319454 #
source, node_id: 7, sample: 29, mean: 48.937, variance: 829.258 , time: 405491288 #
source, node_id: 7, sample: 77, mean: 49.283, variance: 828.623 , time: 410936646 #
source, node_id: 7, sample: 67, mean: 49.500, variance: 822.298 , time: 416874074 #
source, node_id: 7, sample: 23, mean: 49.180, variance: 820.750 , time: 422507024 #
source, node_id: 7, sample: 30, mean: 48.952, variance: 815.307 , time: 428382027 #
source, node_id: 7, sample: 57, mean: 49.047, variance: 806.468 , time: 434092803 #
source, node_id: 7, sample: 62, mean: 49.197, variance: 799.019 , time: 438108457 #
source, node_id: 7, sample: 14, mean: 48.793, variance: 803.911 , time: 443272638 #
source, node_id: 7, sample: 4, mean: 48.284, variance: 817.316 , time: 448303749 #
source, node_id: 7, sample: 72, mean: 48.550, variance: 814.382 , time: 452655404 #
source, node_id: 7, sample: 37, mean: 48.422, variance: 806.799 , time: 458624156 #
source, node_id: 7, sample: 99, mean: 48.978, variance: 825.735 , time: 463303889 #
source, node_id: 7, sample: 50, mean: 48.989, variance: 816.771 , time: 468663265 #
source, node_id: 7, sample: 41, mean: 48.903, variance: 808.668 , time: 473046069 #
source, node_id: 7, sample: 8, mean: 48.468, variance: 817.674 , time: 478670967 #
source, node_id: 7, sample: 96, mean: 48.968, variance: 832.599 , time: 483241400 #
source, node_id: 7, sample: 60, mean: 49.083, variance: 825.180 , time: 488803752 #
source, node_id: 7, sample: 22, mean: 48.804, variance: 824.157 , time: 493952333 #
source, node_id: 7, sample: 87, mean: 49.193, variance: 830.482 , time: 499452259 #
source, node_id: 7, sample: 96, mean: 49.666, variance: 844.000 , time: 505287595 #
source, node_id: 7, sample: 69, mean: 48.930, variance: 844.645 , time: 509928856 #
source, node_id: 7, sample: 97, mean: 49.189, variance: 862.813 , time: 514217594 #
source, node_id: 7, sample: 11, mean: 48.750, variance: 876.867 , time: 518873723 #
source, node_id: 7, sample: 34, mean: 48.310, variance: 870.293 , time: 523991060 #
source, node_id: 7, sample: 93, mean: 49.139, variance: 874.900 , time: 528537909 #
source, node_id: 7, sample: 14, mean: 48.599, variance: 883.400 , time: 533342620 #
source, node_id: 7, sample: 28, mean: 47.919, variance: 864.713 , time: 539326980 #
